sgRNA_ID	Gene	HAP1_T0
chr5:59982941-59982960_DEPDC1B_+	DEPDC1B	1573.0
chr11:125891303-125891322_CDON_+	CDON	799.0
chr17:56589778-56589797_MTMR4_+	MTMR4	1424.0
chr7:27134274-27134293_HOXA1_+	HOXA1	1651.0
chr20:57268955-57268974_NPEPL1_-	NPEPL1	1155.0
chr9:123632142-123632161_PHF19_+	PHF19	1804.0
chr8:146076173-146076192_COMMD5_-	COMMD5	436.0
chr4:83795882-83795901_SEC31A_+	SEC31A	1000.0
chr19:30935958-30935977_ZNF536_-	ZNF536	814.0
chr3:136664891-136664910_NCK1_+	NCK1	1266.0
chr1:159410128-159410147_OR10J1_-	OR10J1	697.0
chr6:42541624-42541643_UBR2_-	UBR2	812.0
chr22:42473962-42473981_FAM109B_-	FAM109B	818.0
chr4:2747249-2747268_TNIP2_-	TNIP2	946.0
chr7:138235834-138235853_TRIM24_-	TRIM24	565.0
chr22:44330506-44330525_PNPLA3_-	PNPLA3	221.0
chr6:126332507-126332526_TRMT11_+	TRMT11	878.0
chr14:77809782-77809801_TMED8_-	TMED8	1846.0
chr12:122473313-122473332_BCL7A_-	BCL7A	1072.0
chr10:99341088-99341107_ANKRD2_+	ANKRD2	579.0
chr2:37520389-37520408_PRKD3_+	PRKD3	668.0
chr20:62699409-62699428_TCEA2_+	TCEA2	739.0
chr6:52268598-52268617_PAQR8_+	PAQR8	679.0
chr9:27286244-27286263_EQTN_+	EQTN	636.0
chr1:223990550-223990569_TP53BP2_-	TP53BP2	529.0
chr2:15567882-15567901_NBAS_+	NBAS	894.0
chr2:170350279-170350298_BBS5_-	BBS5	779.0
chr20:3846692-3846711_MAVS_+	MAVS	2377.0
chr20:2796353-2796372_C20orf141_-	C20orf141	1180.0
chr10:25510065-25510084_GPR158_+	GPR158	870.0
chr7:140912478-140912497_TMEM178B_-	TMEM178B	817.0
chr12:56676724-56676743_CS_-	CS	1126.0
chr7:6731891-6731910_ZNF12_-	ZNF12	1120.0
chrX:100297165-100297184_TRMT2B_-	TRMT2B	1068.0
chr17:61958739-61958758_GH2_+	GH2	668.0
chr6:33255954-33255973_WDR46_-	WDR46	987.0
chr22:24379411-24379430_GSTT1_+	GSTT1	1155.0
chr2:136396323-136396342_R3HDM1_+	R3HDM1	1314.0
chr22:30738235-30738254_SF3A1_+	SF3A1	610.0
chr1:248402326-248402345_OR2M4_-	OR2M4	1756.0
chr5:49707134-49707153_EMB_-	EMB	980.0
chr16:3097495-3097514_MMP25_+	MMP25	764.0
chr7:143747926-143747945_OR2A5_-	OR2A5	903.0
chr10:82264504-82264523_TSPAN14_-	TSPAN14	1307.0
chr7:2284255-2284274_NUDT1_-	NUDT1	1052.0
chr1:42629081-42629100_GUCA2A_-	GUCA2A	1273.0
chr2:204735608-204735627_CTLA4_-	CTLA4	850.0
chr6:32147874-32147893_RNF5_+	RNF5	1218.0
chr17:7611994-7612013_EFNB3_+	EFNB3	1173.0
chr16:23999907-23999926_PRKCB_-	PRKCB	651.0
chr6:143382147-143382166_AIG1_+	AIG1	1993.0
chr17:26898197-26898216_PIGS_-	PIGS	1033.0
chr19:2980134-2980153_TLE6_-	TLE6	1351.0
chr9:133799703-133799722_FIBCD1_-	FIBCD1	686.0
chr16:88907472-88907491_GALNS_+	GALNS	1999.0
chr15:67813684-67813703_C15orf61_-	C15orf61	1875.0
chr19:42301577-42301596_CEACAM3_+	CEACAM3	1056.0
chr8:63938719-63938738_GGH_-	GGH	1416.0
chr2:10186305-10186324_KLF11_-	KLF11	1508.0
chr4:83406763-83406782_TMEM150C_+	TMEM150C	1055.0
chr1:1398052-1398071_ATAD3C_+	ATAD3C	719.0
chr12:25148963-25148982_C12orf77_-	C12orf77	575.0
chr11:3239448-3239467_MRGPRG_+	MRGPRG	717.0
chr2:99778632-99778651_LIPT1_-	LIPT1	1223.0
chr1:247201346-247201365_ZNF670_-	ZNF670	716.0
chr1:201382162-201382181_TNNI1_-	TNNI1	960.0
chr3:43344781-43344800_SNRK_-	SNRK	652.0
chr10:70661141-70661160_DDX50_+	DDX50	1684.0
chr1:200008870-200008889_NR5A2_-	NR5A2	1130.0
chr11:60482538-60482557_MS4A8_-	MS4A8	561.0
chr17:72538983-72539002_CD300C_+	CD300C	1400.0
chr4:102712104-102712123_BANK1_-	BANK1	17.0
chr19:9946045-9946064_PIN1_-	PIN1	984.0
chr22:36915495-36915514_EIF3D_+	EIF3D	760.0
chr19:15756613-15756632_CYP4F3_-	CYP4F3	529.0
chrX:18660170-18660189_RS1_+	RS1	1400.0
chr3:52567521-52567540_NT5DC2_-	NT5DC2	891.0
chr6:43746200-43746219_VEGFA_+	VEGFA	663.0
chr21:33976472-33976491_C21orf59_+	C21orf59	1127.0
chr9:125582809-125582828_PDCL_-	PDCL	418.0
chr16:2089916-2089935_NTHL1_+	NTHL1	1339.0
chr19:663101-663120_RNF126_+	RNF126	858.0
chr5:180651255-180651274_TRIM41_+	TRIM41	436.0
chr10:76602716-76602735_KAT6B_+	KAT6B	1502.0
chr11:66103280-66103299_RIN1_-	RIN1	875.0
chr3:49450513-49450532_TCTA_-	TCTA	948.0
chr16:46934649-46934668_GPT2_+	GPT2	1143.0
chr13:41345160-41345179_MRPS31_-	MRPS31	1300.0
chr3:176768270-176768289_TBL1XR1_+	TBL1XR1	1032.0
chr7:149545324-149545343_ZNF862_-	ZNF862	853.0
chr16:67694966-67694985_PARD6A_-	PARD6A	768.0
chr12:58339435-58339454_XRCC6BP1_+	XRCC6BP1	721.0
chr4:166913971-166913990_TLL1_+	TLL1	146.0
chr18:10468570-10468589_APCDD1_+	APCDD1	539.0
chr13:99582460-99582479_DOCK9_-	DOCK9	1271.0
chr22:41523624-41523643_EP300_+	EP300	787.0
chrX:48895566-48895585_TFE3_-	TFE3	1231.0
chr10:13538877-13538896_BEND7_-	BEND7	1046.0
chr18:59815449-59815468_PIGN_-	PIGN	1343.0
chr19:42729181-42729200_ZNF526_-	ZNF526	968.0
chr12:119937936-119937955_CCDC60_-	CCDC60	1408.0
chr11:62494489-62494508_HNRNPUL2_-	HNRNPUL2	947.0
chr5:175921245-175921264_FAF2_+	FAF2	1414.0
chr3:56681203-56681222_FAM208A_+	FAM208A	1967.0
chr2:190541673-190541692_ANKAR_+	ANKAR	607.0
chr17:42512493-42512512_GPATCH8_-	GPATCH8	869.0
chr12:71286563-71286582_PTPRR_+	PTPRR	1025.0
chr3:132384891-132384910_UBA5_+	UBA5	655.0
chr1:249212366-249212385_PGBD2_+	PGBD2	271.0
chr4:2749448-2749467_TNIP2_+	TNIP2	1247.0
chr20:68363-68382_DEFB125_+	DEFB125	1251.0
chrX:150889891-150889910_FATE1_+	FATE1	746.0
chr9:26923198-26923217_PLAA_-	PLAA	1220.0
chr1:156377642-156377661_C1orf61_+	C1orf61	1276.0
chr18:44027579-44027598_RNF165_-	RNF165	660.0
chr11:73941342-73941361_PPME1_+	PPME1	578.0
chr4:74313238-74313257_AFP_+	AFP	1519.0
chr7:79828678-79828697_GNAI1_-	GNAI1	535.0
chr9:37442416-37442435_ZBTB5_+	ZBTB5	995.0
chr18:22008836-22008855_IMPACT_+	IMPACT	800.0
chr17:28618387-28618406_BLMH_+	BLMH	235.0
chr17:38572298-38572317_TOP2A_-	TOP2A	931.0
chr12:53185169-53185188_KRT3_+	KRT3	1443.0
chr3:25683854-25683873_TOP2B_-	TOP2B	563.0
chr17:635888-635907_FAM57A_+	FAM57A	1516.0
chr12:52094951-52094970_SCN8A_+	SCN8A	1055.0
chr17:61559020-61559039_ACE_+	ACE	454.0
chr3:194063019-194063038_CPN2_-	CPN2	910.0
chr11:62363979-62363998_MTA2_+	MTA2	1039.0
chr1:156020971-156020990_UBQLN4_-	UBQLN4	816.0
chr3:69058879-69058898_EOGT_+	EOGT	631.0
chr10:126138493-126138512_NKX1-2_-	NKX1-2	1270.0
chr1:44684363-44684382_DMAP1_+	DMAP1	1644.0
chr22:17449248-17449267_GAB4_+	GAB4	1005.0
chr11:5809931-5809950_OR52N1_+	OR52N1	310.0
chr14:24108074-24108093_DHRS2_+	DHRS2	1248.0
chrX:55051219-55051238_ALAS2_-	ALAS2	606.0
chr17:42188108-42188127_HDAC5_+	HDAC5	1046.0
chr2:152663339-152663358_ARL5A_-	ARL5A	695.0
chr2:102836437-102836456_IL1RL2_-	IL1RL2	643.0
chr2:26029156-26029175_ASXL2_-	ASXL2	682.0
chr7:91503041-91503060_MTERF_+	MTERF	1189.0
chr3:16237308-16237327_GALNT15_-	GALNT15	291.0
chr4:57221481-57221500_AASDH_+	AASDH	937.0
chr3:131220508-131220527_MRPL3_-	MRPL3	557.0
chr12:14660021-14660040_PLBD1_+	PLBD1	733.0
chr9:36249323-36249342_GNE_-	GNE	382.0
chr6:42713137-42713156_TBCC_-	TBCC	872.0
chr7:114619657-114619676_MDFIC_+	MDFIC	698.0
chr12:96350481-96350500_AMDHD1_+	AMDHD1	1388.0
chr2:173435472-173435491_PDK1_+	PDK1	768.0
chr1:95657240-95657259_TMEM56_+	TMEM56	1265.0
chr7:99158297-99158316_ZNF655_+	ZNF655	907.0
chr19:14992148-14992167_OR7A17_-	OR7A17	445.0
chr1:243727005-243727024_AKT3_+	AKT3	1049.0
chr5:178418934-178418953_GRM6_-	GRM6	715.0
chr2:11053840-11053859_KCNF1_+	KCNF1	316.0
chrX:106144715-106144734_RIPPLY1_+	RIPPLY1	617.0
chr11:125769264-125769283_HYLS1_+	HYLS1	381.0
chr11:96124965-96124984_JRKL_+	JRKL	498.0
chr11:73364023-73364042_PLEKHB1_+	PLEKHB1	890.0
chr5:66055646-66055665_MAST4_+	MAST4	497.0
chr3:124930158-124930177_SLC12A8_+	SLC12A8	1257.0
chr2:70692792-70692811_TGFA_+	TGFA	1149.0
chr6:49705061-49705080_CRISP3_+	CRISP3	82.0
chr11:7642237-7642256_PPFIBP2_+	PPFIBP2	352.0
chr15:78834851-78834870_PSMA4_+	PSMA4	679.0
chr11:124626133-124626152_ESAM_+	ESAM	1036.0
chr17:79479280-79479299_ACTG1_+	ACTG1	450.0
chr1:53527892-53527911_PODN_+	PODN	934.0
chr17:75190822-75190841_SEC14L1_-	SEC14L1	386.0
chr1:54610347-54610366_CDCP2_+	CDCP2	373.0
chr16:24800880-24800899_TNRC6A_+	TNRC6A	773.0
chr18:28723711-28723730_DSC1_-	DSC1	1156.0
chr17:45234363-45234382_CDC27_+	CDC27	203.0
chr12:2997528-2997547_RHNO1_+	RHNO1	416.0
chr8:96272096-96272115_C8orf37_+	C8orf37	165.0
chr4:75245190-75245209_EREG_-	EREG	852.0
chr21:34906932-34906951_GART_-	GART	473.0
chr13:92380865-92380884_GPC5_+	GPC5	767.0
chr10:95452416-95452435_FRA10AC1_-	FRA10AC1	272.0
chr11:65375173-65375192_MAP3K11_+	MAP3K11	784.0
chr1:104077458-104077477_RNPC3_+	RNPC3	390.0
chr1:235993574-235993593_LYST_+	LYST	139.0
chr17:56247815-56247834_OR4D2_-	OR4D2	750.0
chr16:1907769-1907788_MEIOB_-	MEIOB	1327.0
chr9:139878964-139878983_LCNL1_+	LCNL1	1606.0
chr5:159781794-159781813_C1QTNF2_-	C1QTNF2	1466.0
chr1:41847408-41847427_FOXO6_-	FOXO6	945.0
chr20:62577530-62577549_UCKL1_+	UCKL1	603.0
chr16:28497698-28497717_CLN3_+	CLN3	404.0
chr3:122478151-122478170_HSPBAP1_-	HSPBAP1	568.0
chr19:49253669-49253688_FUT1_-	FUT1	938.0
chr10:12203014-12203033_SEC61A2_-	SEC61A2	838.0
chr12:113837404-113837423_SDS_-	SDS	629.0
chrX:149807460-149807479_MTM1_+	MTM1	197.0
chr2:47134955-47134974_MCFD2_+	MCFD2	468.0
chr17:80726395-80726414_TBCD_-	TBCD	476.0
chr5:56242840-56242859_MIER3_+	MIER3	1196.0
chrX:152036144-152036163_NSDHL_-	NSDHL	1050.0
chr16:84163699-84163718_HSDL1_+	HSDL1	1152.0
chr13:51796638-51796657_FAM124A_+	FAM124A	1367.0
chr3:39228778-39228797_XIRP1_+	XIRP1	1170.0
chr5:132939586-132939605_FSTL4_-	FSTL4	747.0
chr9:140289790-140289809_EXD3_-	EXD3	1140.0
chr19:5751802-5751821_CATSPERD_+	CATSPERD	597.0
chr1:227335159-227335178_CDC42BPA_-	CDC42BPA	936.0
chr17:61908458-61908477_PSMC5_+	PSMC5	418.0
chr7:7283232-7283251_C1GALT1_-	C1GALT1	738.0
chr17:65040963-65040982_CACNG1_+	CACNG1	1095.0
chr3:46620732-46620751_TDGF1_-	TDGF1	821.0
chr7:2742451-2742470_AMZ1_-	AMZ1	1586.0
chrX:7066093-7066112_HDHD1_-	HDHD1	1161.0
chr7:56020896-56020915_MRPS17_-	MRPS17	703.0
chr11:1782672-1782691_CTSD_+	CTSD	963.0
chr2:207827329-207827348_CPO_-	CPO	863.0
chr1:28279833-28279852_SMPDL3B_-	SMPDL3B	666.0
chr2:128283765-128283784_IWS1_-	IWS1	951.0
chr15:66599253-66599272_DIS3L_-	DIS3L	1093.0
chr22:24086985-24087004_ZNF70_+	ZNF70	1261.0
chr3:120449554-120449573_RABL3_-	RABL3	1069.0
chr15:49867217-49867236_FAM227B_+	FAM227B	689.0
chr11:35198250-35198269_CD44_+	CD44	483.0
chr4:87593543-87593562_PTPN13_-	PTPN13	403.0
chr8:100148959-100148978_VPS13B_+	VPS13B	656.0
chr19:14585005-14585024_PTGER1_+	PTGER1	928.0
chr3:16306283-16306302_DPH3_+	DPH3	667.0
chr6:108984778-108984797_FOXO3_-	FOXO3	1634.0
chr6:34214468-34214487_C6orf1_+	C6orf1	400.0
chr18:12703156-12703175_PSMG2_-	PSMG2	643.0
chr11:111958693-111958712_SDHD_-	SDHD	582.0
chr4:82125854-82125873_PRKG2_+	PRKG2	490.0
chr1:177936973-177936992_SEC16B_-	SEC16B	702.0
chr10:96454807-96454826_CYP2C18_-	CYP2C18	542.0
chr5:96215601-96215620_ERAP2_-	ERAP2	847.0
chr1:162829417-162829436_C1orf110_-	C1orf110	741.0
chr1:202912969-202912988_ADIPOR1_+	ADIPOR1	838.0
chr10:61572491-61572510_CCDC6_+	CCDC6	933.0
chr1:220928344-220928363_MARC2_-	MARC2	22.0
chr4:108853253-108853272_CYP2U1_-	CYP2U1	1250.0
chr9:95888739-95888758_NINJ1_+	NINJ1	630.0
chr1:39384652-39384671_RHBDL2_+	RHBDL2	675.0
chr5:133702195-133702214_CDKL3_-	CDKL3	889.0
chr12:6562634-6562653_TAPBPL_-	TAPBPL	691.0
chr4:36345130-36345149_DTHD1_-	DTHD1	540.0
chr2:110922631-110922650_NPHP1_-	NPHP1	968.0
chr8:99102131-99102150_C8orf47_+	C8orf47	827.0
chr13:109365057-109365076_MYO16_-	MYO16	661.0
chr6:15533500-15533519_DTNBP1_-	DTNBP1	477.0
chr18:61558774-61558793_SERPINB2_+	SERPINB2	755.0
chr2:27485755-27485774_SLC30A3_-	SLC30A3	611.0
chrX:48687581-48687600_ERAS_+	ERAS	755.0
chrX:128674417-128674436_OCRL_+	OCRL	724.0
chr17:1083002-1083021_ABR_-	ABR	511.0
chr18:56819775-56819794_SEC11C_+	SEC11C	746.0
chr11:58477410-58477429_GLYAT_+	GLYAT	186.0
chr1:201618126-201618145_NAV1_+	NAV1	759.0
chr6:132129176-132129195_ENPP1_+	ENPP1	725.0
chr11:2906667-2906686_CDKN1C_-	CDKN1C	803.0
chr17:11513767-11513786_DNAH9_+	DNAH9	806.0
chr1:23418554-23418573_LUZP1_-	LUZP1	538.0
chr8:142228504-142228523_SLC45A4_+	SLC45A4	1269.0
chr22:20112842-20112861_RANBP1_+	RANBP1	326.0
chr1:2938344-2938363_ACTRT2_-	ACTRT2	1317.0
chr5:179025790-179025809_RUFY1_+	RUFY1	948.0
chr5:74324666-74324685_GCNT4_-	GCNT4	803.0
chr7:6210917-6210936_CYTH3_-	CYTH3	581.0
chr10:14977468-14977487_DCLRE1C_-	DCLRE1C	606.0
chr1:150049785-150049804_VPS45_-	VPS45	652.0
chr19:11456276-11456295_TMEM205_-	TMEM205	973.0
chr1:170961405-170961424_MROH9_+	MROH9	725.0
chr9:21141327-21141346_IFNW1_+	IFNW1	854.0
chr6:107391343-107391362_BEND3_-	BEND3	1258.0
chr5:52776685-52776704_FST_+	FST	1223.0
chr9:129642170-129642189_ZBTB34_-	ZBTB34	552.0
chr17:76778286-76778305_CYTH1_-	CYTH1	855.0
chr6:90052100-90052119_UBE2J1_-	UBE2J1	483.0
chr17:55334104-55334123_MSI2_+	MSI2	602.0
chr13:51417751-51417770_DLEU7_+	DLEU7	818.0
chr10:5931076-5931095_ANKRD16_+	ANKRD16	864.0
chr9:107456947-107456966_OR13D1_-	OR13D1	416.0
chr22:47108082-47108101_CERK_+	CERK	395.0
chr19:57035758-57035777_ZNF471_+	ZNF471	582.0
chr12:76881312-76881331_OSBPL8_-	OSBPL8	957.0
chr22:20041025-20041044_TANGO2_+	TANGO2	796.0
chr19:43922036-43922055_TEX101_-	TEX101	576.0
chr14:54417251-54417270_BMP4_+	BMP4	143.0
chr3:141499508-141499527_GRK7_-	GRK7	557.0
chr18:6729821-6729840_ARHGAP28_+	ARHGAP28	587.0
chr21:47316208-47316227_PCBP3_+	PCBP3	879.0
chr3:193855981-193856000_HES1_-	HES1	1681.0
chr10:135192821-135192840_PAOX_+	PAOX	1050.0
chr19:21544581-21544600_ZNF738_+	ZNF738	771.0
chr2:162087772-162087791_TANK_+	TANK	526.0
chr12:347149-347168_SLC6A13_-	SLC6A13	407.0
chr14:105267535-105267554_ZBTB42_+	ZBTB42	1125.0
chr19:38794902-38794921_C19orf33_+	C19orf33	594.0
chr5:168233553-168233572_SLIT3_+	SLIT3	705.0
chr4:164506888-164506907_MARCH1_+	MARCH1	939.0
chr1:9992937-9992956_LZIC_-	LZIC	855.0
chr6:3015809-3015828_NQO2_+	NQO2	915.0
chr16:12009558-12009577_GSPT1_-	GSPT1	1022.0
chr10:5842598-5842617_GDI2_-	GDI2	716.0
chr1:90470694-90470713_ZNF326_+	ZNF326	162.0
chr1:90470564-90470583_ZNF326_+	ZNF326	53.0
chr11:7960605-7960624_OR10A3_-	OR10A3	320.0
chr6:30882717-30882736_VARS2_+	VARS2	1039.0
chr1:162381787-162381806_SH2D1B_-	SH2D1B	616.0
chr6:170140361-170140380_TCTE3_-	TCTE3	895.0
chr7:110762946-110762965_LRRN3_-	LRRN3	702.0
chr2:179323246-179323265_DFNB59_+	DFNB59	292.0
chr13:36413237-36413256_DCLK1_-	DCLK1	406.0
chr1:201966548-201966567_RNPEP_-	RNPEP	735.0
chr17:14139223-14139242_CDRT15_-	CDRT15	719.0
chr2:239353206-239353225_ASB1_+	ASB1	1323.0
chr3:38519761-38519780_ACVR2B_-	ACVR2B	918.0
chr11:66983389-66983408_KDM2A_-	KDM2A	1073.0
chr15:49170428-49170447_EID1_+	EID1	1002.0
chr20:48257053-48257072_B4GALT5_-	B4GALT5	1195.0
chr8:109094802-109094821_RSPO2_-	RSPO2	1019.0
chr7:120450553-120450572_TSPAN12_-	TSPAN12	453.0
chr1:62737231-62737250_KANK4_+	KANK4	639.0
chr16:857611-857630_PRR25_+	PRR25	0.0
chr7:80108271-80108290_GNAT3_-	GNAT3	973.0
chr1:2161143-2161162_SKI_+	SKI	870.0
chr6:111587762-111587781_KIAA1919_+	KIAA1919	835.0
chr16:29989575-29989594_TAOK2_+	TAOK2	533.0
chr12:53803211-53803230_SP1_+	SP1	1043.0
chrX:21886640-21886659_MBTPS2_-	MBTPS2	873.0
chr20:29891216-29891235_DEFB116_-	DEFB116	559.0
chr1:115828757-115828776_NGF_-	NGF	919.0
chr2:108622522-108622541_SLC5A7_+	SLC5A7	394.0
chr16:50711418-50711437_SNX20_-	SNX20	640.0
chr2:178592866-178592885_PDE11A_+	PDE11A	389.0
chr9:32489326-32489345_DDX58_+	DDX58	719.0
chr14:64988677-64988696_ZBTB1_+	ZBTB1	554.0
chr1:44450690-44450709_B4GALT2_-	B4GALT2	900.0
chr5:93410389-93410408_FAM172A_-	FAM172A	788.0
chr18:44774289-44774308_SKOR2_+	SKOR2	1082.0
chr19:9212973-9212992_OR7G2_+	OR7G2	718.0
chr20:30060762-30060781_DEFB124_+	DEFB124	1275.0
chr13:21175932-21175951_IFT88_+	IFT88	906.0
chr12:44176231-44176250_IRAK4_+	IRAK4	914.0
chr12:52377786-52377805_ACVR1B_+	ACVR1B	844.0
chr22:24143188-24143207_SMARCB1_-	SMARCB1	1215.0
chr15:72459369-72459388_GRAMD2_-	GRAMD2	608.0
chr1:60499230-60499249_C1orf87_-	C1orf87	469.0
chr15:74932819-74932838_EDC3_-	EDC3	1483.0
chr8:92090838-92090857_OTUD6B_-	OTUD6B	531.0
chr16:19533084-19533103_GDE1_+	GDE1	912.0
chr1:244541910-244541929_C1orf100_-	C1orf100	1007.0
chr10:46028628-46028647_MARCH8_+	MARCH8	807.0
chr14:21460728-21460747_METTL17_+	METTL17	885.0
chr22:39085334-39085353_JOSD1_-	JOSD1	1228.0
chr16:4873824-4873843_GLYR1_-	GLYR1	1440.0
chr15:74744695-74744714_UBL7_+	UBL7	1197.0
chr1:38425791-38425810_SF3A3_-	SF3A3	437.0
chr11:128774391-128774410_C11orf45_+	C11orf45	897.0
chr5:64878949-64878968_PPWD1_+	PPWD1	815.0
chr11:82643228-82643247_C11orf82_-	C11orf82	1074.0
chr5:115469779-115469798_COMMD10_+	COMMD10	488.0
chr7:74191633-74191652_NCF1_+	NCF1	583.0
chr19:51607797-51607816_CTU1_+	CTU1	1081.0
chr13:30829678-30829697_KATNAL1_-	KATNAL1	794.0
chrX:154019331-154019350_MPP1_-	MPP1	1075.0
chr12:116457670-116457689_MED13L_-	MED13L	566.0
chr3:196288327-196288346_WDR53_-	WDR53	1335.0
chr19:6737568-6737587_GPR108_-	GPR108	1294.0
chr17:4017601-4017620_ZZEF1_-	ZZEF1	1270.0
chr3:41267227-41267246_CTNNB1_+	CTNNB1	1142.0
chr3:183560088-183560107_PARL_-	PARL	840.0
chr2:183593351-183593370_DNAJC10_-	DNAJC10	829.0
chr6:105581409-105581428_BVES_+	BVES	1057.0
chr5:154315385-154315404_GEMIN5_+	GEMIN5	664.0
chrX:150869029-150869048_PRRG3_-	PRRG3	892.0
chr5:54281109-54281128_ESM1_-	ESM1	526.0
chr10:134008464-134008483_DPYSL4_+	DPYSL4	452.0
chr6:8080107-8080126_EEF1E1_+	EEF1E1	1032.0
chrX:100240768-100240787_ARL13A_+	ARL13A	590.0
chr10:90526036-90526055_LIPN_+	LIPN	316.0
chr2:207629976-207629995_MDH1B_-	MDH1B	843.0
chr2:74154089-74154108_DGUOK_+	DGUOK	615.0
chr3:121630441-121630460_SLC15A2_-	SLC15A2	564.0
chr2:37297461-37297480_HEATR5B_-	HEATR5B	1126.0
chr3:186395380-186395399_HRG_+	HRG	1400.0
chr1:153958572-153958591_RAB13_+	RAB13	727.0
chr17:39186311-39186330_KRTAP1-4_-	KRTAP1-4	2045.0
chr19:56614510-56614529_ZNF787_-	ZNF787	1384.0
chr12:2977844-2977863_FOXM1_+	FOXM1	1147.0
chr5:145197541-145197560_PRELID2_+	PRELID2	1255.0
chr9:105763863-105763882_CYLC2_-	CYLC2	866.0
chr7:76141118-76141137_UPK3B_-	UPK3B	989.0
chr14:23746108-23746127_HOMEZ_-	HOMEZ	861.0
chr19:51294108-51294127_ACPT_-	ACPT	1486.0
chr12:110293452-110293471_GLTP_-	GLTP	839.0
chr6:157150467-157150486_ARID1B_+	ARID1B	498.0
chrX:79999555-79999574_BRWD3_+	BRWD3	817.0
chr11:67810302-67810321_TCIRG1_-	TCIRG1	948.0
chr1:26694998-26695017_ZNF683_-	ZNF683	619.0
chr8:134237778-134237797_WISP1_-	WISP1	756.0
chr2:211089968-211089987_ACADL_-	ACADL	830.0
chr19:10426653-10426672_FDX1L_-	FDX1L	1219.0
chr13:51484213-51484232_RNASEH2B_+	RNASEH2B	990.0
chr19:8661930-8661949_ADAMTS10_+	ADAMTS10	1258.0
chr11:10500149-10500168_AMPD3_-	AMPD3	1090.0
chr2:163200759-163200778_GCA_+	GCA	712.0
chr2:48925882-48925901_LHCGR_-	LHCGR	536.0
chr2:47183981-47184000_TTC7A_-	TTC7A	1219.0
chr7:45016578-45016597_MYO1G_+	MYO1G	564.0
chr15:74282746-74282765_STOML1_-	STOML1	1120.0
chr18:55103276-55103295_ONECUT2_+	ONECUT2	1054.0
chr2:71148215-71148234_VAX2_+	VAX2	758.0
chr9:99797835-99797854_CTSV_+	CTSV	1635.0
chr11:59271656-59271675_OR4D11_+	OR4D11	1169.0
chr5:72864405-72864424_UTP15_-	UTP15	645.0
chr19:5844625-5844644_FUT3_-	FUT3	60.0
chr20:60942282-60942301_LAMA5_-	LAMA5	836.0
chr5:140800795-140800814_PCDHGA11_+	PCDHGA11	414.0
chr6:30620463-30620482_C6orf136_-	C6orf136	393.0
chr9:130698870-130698889_DPM2_+	DPM2	514.0
chr19:34821198-34821217_KIAA0355_+	KIAA0355	876.0
chr14:23235911-23235930_OXA1L_+	OXA1L	819.0
chr17:46627799-46627818_HOXB3_-	HOXB3	893.0
chr3:128200709-128200728_GATA2_-	GATA2	175.0
chr14:102973379-102973398_ANKRD9_+	ANKRD9	729.0
chr3:132071591-132071610_ACPP_+	ACPP	1002.0
chr1:100613861-100613880_TRMT13_+	TRMT13	1248.0
chr9:138235965-138235984_C9orf62_-	C9orf62	1017.0
chr2:9614696-9614715_IAH1_+	IAH1	459.0
chr17:78155421-78155440_CARD14_-	CARD14	1032.0
chr4:89618808-89618827_NAP1L5_-	NAP1L5	1577.0
chr12:45410350-45410369_DBX2_-	DBX2	361.0
chr19:5978074-5978093_RANBP3_-	RANBP3	1162.0
chr10:125804131-125804150_CHST15_+	CHST15	828.0
chr17:7142567-7142586_PHF23_-	PHF23	1268.0
chr11:45907372-45907391_MAPK8IP1_+	MAPK8IP1	493.0
chr7:140179125-140179144_MKRN1_-	MKRN1	777.0
chr7:132937858-132937877_EXOC4_+	EXOC4	1259.0
chr16:68877521-68877540_TANGO6_+	TANGO6	448.0
chr19:36545874-36545893_WDR62_+	WDR62	420.0
chr7:43909075-43909094_MRPS24_-	MRPS24	1570.0
chrX:114468585-114468604_LRCH2_-	LRCH2	1360.0
chr17:7077695-7077714_ASGR1_-	ASGR1	1162.0
chr5:149460347-149460366_CSF1R_+	CSF1R	883.0
chr14:71067335-71067354_MED6_-	MED6	1836.0
chr12:122750936-122750955_VPS33A_-	VPS33A	946.0
chr5:175824672-175824691_CLTB_-	CLTB	918.0
chr12:122018797-122018816_KDM2B_-	KDM2B	449.0
chr9:108457032-108457051_TMEM38B_+	TMEM38B	296.0
chr6:114292053-114292072_HDAC2_-	HDAC2	666.0
chrX:119048690-119048709_AKAP14_+	AKAP14	758.0
chr5:172096956-172096975_NEURL1B_+	NEURL1B	836.0
chr1:161163896-161163915_ADAMTS4_+	ADAMTS4	837.0
chr16:21222849-21222868_ZP2_-	ZP2	651.0
chr1:151958681-151958700_S100A10_+	S100A10	1258.0
chr16:57003411-57003430_CETP_+	CETP	1455.0
chr16:70714696-70714715_MTSS1L_-	MTSS1L	547.0
chr12:95488430-95488449_FGD6_-	FGD6	557.0
chr1:27248388-27248407_NUDC_+	NUDC	1461.0
chr11:47204259-47204278_PACSIN3_-	PACSIN3	1121.0
chr19:37870075-37870094_ZNF527_+	ZNF527	430.0
chr10:105971802-105971821_WDR96_+	WDR96	934.0
chr7:39726267-39726286_RALA_+	RALA	370.0
chr11:66436240-66436259_RBM4B_+	RBM4B	759.0
chr11:13514122-13514141_PTH_-	PTH	847.0
chr7:111846772-111846791_ZNF277_+	ZNF277	721.0
