sgRNA_ID	Gene	HAP1_T18B
chr11:74015380-74015399_P4HA3_+	P4HA3	211.0
chr7:94166856-94166875_CASD1_-	CASD1	307.0
chr8:66525560-66525579_ARMC1_-	ARMC1	212.0
chr15:25220550-25220569_SNRPN_+	SNRPN	309.0
chr17:66924137-66924156_ABCA8_+	ABCA8	622.0
chr10:126631649-126631668_ZRANB1_+	ZRANB1	59.0
chr17:15492427-15492446_CDRT1_+	CDRT1	266.0
chr9:34343320-34343339_NUDT2_+	NUDT2	491.0
chr19:50500783-50500802_VRK3_-	VRK3	494.0
chr1:120437946-120437965_ADAM30_+	ADAM30	492.0
chr5:140711020-140711039_PCDHGA1_-	PCDHGA1	675.0
chr2:17773409-17773428_VSNL1_+	VSNL1	332.0
chr1:12952785-12952804_PRAMEF10_+	PRAMEF10	491.0
chr1:184723761-184723780_EDEM3_-	EDEM3	659.0
chr10:111860412-111860431_ADD3_+	ADD3	581.0
chr16:85834864-85834883_COX4I1_-	COX4I1	43.0
chr1:43032070-43032089_CCDC30_+	CCDC30	228.0
chr2:43019597-43019616_HAAO_+	HAAO	534.0
chr8:56699569-56699588_TGS1_+	TGS1	288.0
chr2:60987409-60987428_PAPOLG_+	PAPOLG	91.0
chr11:56113611-56113630_OR8K1_-	OR8K1	472.0
chr4:76447020-76447039_THAP6_-	THAP6	115.0
chr14:92548669-92548688_ATXN3_-	ATXN3	454.0
chr1:32667646-32667665_CCDC28B_-	CCDC28B	561.0
chr20:3842144-3842163_MAVS_-	MAVS	859.0
chr7:135421906-135421925_FAM180A_+	FAM180A	653.0
chr1:1163883-1163902_SDF4_-	SDF4	769.0
chr22:42565871-42565890_TCF20_-	TCF20	247.0
chr11:119103384-119103403_CBL_+	CBL	196.0
chr11:58034951-58034970_OR10W1_+	OR10W1	431.0
chr1:204375379-204375398_PPP1R15B_-	PPP1R15B	8.0
chr16:67573969-67573988_FAM65A_+	FAM65A	616.0
chr1:209933440-209933459_TRAF3IP3_+	TRAF3IP3	807.0
chr13:106142315-106142334_DAOA_+	DAOA	623.0
chr1:117491997-117492016_PTGFRN_-	PTGFRN	784.0
chr2:88125229-88125248_RGPD2_-	RGPD2	286.0
chr10:102789793-102789812_PDZD7_+	PDZD7	386.0
chr7:99787143-99787162_STAG3_+	STAG3	64.0
chr1:205238606-205238625_TMCC2_-	TMCC2	607.0
chr1:248814094-248814113_OR2T27_+	OR2T27	570.0
chr12:10271089-10271108_CLEC7A_+	CLEC7A	937.0
chr9:2717801-2717820_KCNV2_+	KCNV2	817.0
chr8:42977774-42977793_POMK_-	POMK	130.0
chr12:51323890-51323909_METTL7A_-	METTL7A	638.0
chr2:139326547-139326566_SPOPL_-	SPOPL	406.0
chr11:18722564-18722583_TMEM86A_-	TMEM86A	386.0
chr14:45693775-45693794_MIS18BP1_-	MIS18BP1	280.0
chr19:46543154-46543173_IGFL4_+	IGFL4	861.0
chr16:28603691-28603710_SULT1A2_+	SULT1A2	437.0
chr1:1431017-1431036_ATAD3B_-	ATAD3B	134.0
chr6:87994069-87994088_GJB7_+	GJB7	234.0
chr20:2448340-2448359_SNRPB_-	SNRPB	8.0
chr5:96314947-96314966_LNPEP_+	LNPEP	517.0
chr5:131879051-131879070_IL5_+	IL5	438.0
chr9:139929442-139929461_C9orf139_+	C9orf139	349.0
chr17:9408450-9408469_STX8_-	STX8	476.0
chr10:5567205-5567224_CALML3_+	CALML3	333.0
chr22:29684681-29684700_EWSR1_+	EWSR1	159.0
chr1:27219882-27219901_GPATCH3_-	GPATCH3	415.0
chr3:85851281-85851300_CADM2_+	CADM2	520.0
chr3:140409997-140410016_TRIM42_+	TRIM42	594.0
chr17:40010520-40010539_KLHL11_-	KLHL11	600.0
chr10:7627971-7627990_ITIH5_+	ITIH5	915.0
chrX:131214282-131214301_FRMD7_-	FRMD7	558.0
chr5:37245580-37245599_C5orf42_-	C5orf42	394.0
chr8:86377618-86377637_CA2_+	CA2	822.0
chr11:55761695-55761714_OR5F1_+	OR5F1	210.0
chr6:52993442-52993461_GCM1_+	GCM1	535.0
chr3:112538700-112538719_CD200R1L_+	CD200R1L	118.0
chr10:13653631-13653650_PRPF18_-	PRPF18	252.0
chr20:2290419-2290438_TGM3_+	TGM3	290.0
chr3:186769037-186769056_ST6GAL1_+	ST6GAL1	525.0
chr14:103452850-103452869_CDC42BPB_+	CDC42BPB	1086.0
chr19:14554401-14554420_PKN1_+	PKN1	594.0
chr19:40964045-40964064_BLVRB_+	BLVRB	687.0
chr16:67964667-67964686_CTRL_+	CTRL	90.0
chr9:133993211-133993230_AIF1L_+	AIF1L	650.0
chr4:17805351-17805370_DCAF16_+	DCAF16	112.0
chr1:40726544-40726563_ZMPSTE24_-	ZMPSTE24	763.0
chr9:115171267-115171286_HSDL2_+	HSDL2	281.0
chr5:36226605-36226624_NADK2_-	NADK2	466.0
chr2:102992452-102992471_IL18R1_-	IL18R1	244.0
chr1:212870378-212870397_BATF3_-	BATF3	302.0
chr4:77033610-77033629_ART3_-	ART3	342.0
chr1:52117675-52117694_OSBPL9_+	OSBPL9	322.0
chr2:46588102-46588121_EPAS1_-	EPAS1	381.0
chr2:170558056-170558075_PHOSPHO2_+	PHOSPHO2	345.0
chr14:21161836-21161855_ANG_+	ANG	394.0
chr5:154254872-154254891_CNOT8_+	CNOT8	449.0
chr14:74444019-74444038_ENTPD5_+	ENTPD5	1042.0
chr16:15733007-15733026_KIAA0430_-	KIAA0430	814.0
chr11:59283052-59283071_OR4D9_+	OR4D9	567.0
chr12:132589328-132589347_EP400NL_-	EP400NL	248.0
chr17:6553734-6553753_MED31_-	MED31	201.0
chr17:18003003-18003022_DRG2_+	DRG2	333.0
chr1:155210474-155210493_GBA_+	GBA	384.0
chr19:44771078-44771097_ZNF233_+	ZNF233	444.0
chr4:178896984-178897003_RP11-389E17.1_+	RP11-389E17.1	234.0
chr22:33254013-33254032_TIMP3_+	TIMP3	529.0
chr14:20711368-20711387_OR11H4_-	OR11H4	716.0
chr17:58303562-58303581_USP32_+	USP32	721.0
chr5:159840526-159840545_SLU7_-	SLU7	52.0
chr18:13885005-13885024_MC2R_+	MC2R	515.0
chr4:175223209-175223228_CEP44_-	CEP44	763.0
chr7:143771697-143771716_OR2A25_-	OR2A25	113.0
chr11:6942668-6942687_OR2D3_-	OR2D3	1075.0
chr12:54975888-54975907_PPP1R1A_-	PPP1R1A	107.0
chr12:56607805-56607824_RNF41_-	RNF41	160.0
chr10:72201251-72201270_NODAL_+	NODAL	308.0
chr19:44680032-44680051_ZNF226_-	ZNF226	690.0
chr11:6913325-6913344_OR2D2_+	OR2D2	451.0
chr2:45812864-45812883_SRBD1_+	SRBD1	31.0
chr7:92355085-92355104_CDK6_-	CDK6	209.0
chr2:224463536-224463555_SCG2_-	SCG2	476.0
chr11:105967483-105967502_AASDHPPT_+	AASDHPPT	47.0
chr11:61615638-61615657_FADS2_-	FADS2	503.0
chr3:43389388-43389407_SNRK_+	SNRK	445.0
chr8:109462680-109462699_EMC2_+	EMC2	300.0
chr8:91057122-91057141_DECR1_+	DECR1	499.0
chr4:84367214-84367233_HELQ_-	HELQ	176.0
chr11:120925919-120925938_TBCEL_-	TBCEL	541.0
chr1:28887189-28887208_TRNAU1AP_-	TRNAU1AP	194.0
chr20:13605834-13605853_TASP1_-	TASP1	439.0
chr6:52355019-52355038_EFHC1_+	EFHC1	545.0
chr7:135123027-135123046_CNOT4_+	CNOT4	221.0
chr3:101010325-101010344_IMPG2_-	IMPG2	347.0
chr20:4155703-4155722_SMOX_+	SMOX	407.0
chr9:103092215-103092234_TEX10_-	TEX10	23.0
chr12:464346-464365_KDM5A_-	KDM5A	217.0
chrX:100615627-100615646_BTK_-	BTK	1161.0
chr16:58148801-58148820_C16orf80_-	C16orf80	163.0
chr1:65895631-65895650_LEPROT_+	LEPROT	501.0
chr9:90255754-90255773_DAPK1_-	DAPK1	926.0
chr5:175110284-175110303_HRH2_+	HRH2	359.0
chr11:36680679-36680698_C11orf74_+	C11orf74	1037.0
chr17:7138989-7139008_PHF23_-	PHF23	241.0
chr9:75773681-75773700_ANXA1_-	ANXA1	584.0
chr4:88303469-88303488_HSD17B11_-	HSD17B11	1008.0
chr16:21218202-21218221_ZP2_-	ZP2	526.0
chr10:102239687-102239706_WNT8B_+	WNT8B	1002.0
chr3:151474816-151474835_AADACL2_+	AADACL2	510.0
chr18:20573731-20573750_RBBP8_-	RBBP8	279.0
chr5:63803634-63803653_RGS7BP_+	RGS7BP	126.0
chr19:9492412-9492431_ZNF177_+	ZNF177	409.0
chr11:55340043-55340062_OR4C16_-	OR4C16	998.0
chr12:120995233-120995252_RNF10_-	RNF10	368.0
chr6:128561198-128561217_PTPRK_+	PTPRK	984.0
chr17:33806353-33806372_SLFN12L_+	SLFN12L	600.0
chr17:33749226-33749245_SLFN12_+	SLFN12	475.0
chr3:169525237-169525256_LRRC34_+	LRRC34	295.0
chr22:17447046-17447065_GAB4_-	GAB4	925.0
chr14:74762583-74762602_ABCD4_+	ABCD4	478.0
chr3:88040784-88040803_HTR1F_-	HTR1F	394.0
chr17:39135243-39135262_KRT40_-	KRT40	865.0
chr12:55025542-55025561_LACRT_-	LACRT	181.0
chr14:21238546-21238565_EDDM3B_+	EDDM3B	172.0
chr10:25304837-25304856_ENKUR_+	ENKUR	80.0
chr14:57876203-57876222_NAA30_+	NAA30	282.0
chr1:92446732-92446751_BRDT_-	BRDT	328.0
chr19:12719997-12720016_ZNF490_-	ZNF490	160.0
chr16:89652167-89652186_CPNE7_+	CPNE7	368.0
chr14:21360219-21360238_RNASE3_+	RNASE3	749.0
chr12:49719529-49719548_TROAP_-	TROAP	613.0
chrY:6736123-6736142_AMELY_+	AMELY	884.0
chr10:26802586-26802605_APBB1IP_-	APBB1IP	671.0
chrX:129055318-129055337_UTP14A_+	UTP14A	233.0
chr19:19447989-19448008_MAU2_+	MAU2	418.0
chrX:150791449-150791468_PASD1_-	PASD1	275.0
chr11:85456682-85456701_SYTL2_-	SYTL2	952.0
chr5:41058255-41058274_MROH2B_+	MROH2B	448.0
chr8:74529510-74529529_STAU2_+	STAU2	907.0
chr17:76198601-76198620_AFMID_-	AFMID	552.0
chr5:59982941-59982960_DEPDC1B_+	DEPDC1B	542.0
chr11:125891303-125891322_CDON_+	CDON	233.0
chr17:56589778-56589797_MTMR4_+	MTMR4	279.0
chr7:27134274-27134293_HOXA1_+	HOXA1	1041.0
chr20:57268955-57268974_NPEPL1_-	NPEPL1	408.0
chr9:123632142-123632161_PHF19_+	PHF19	1151.0
chr8:146076173-146076192_COMMD5_-	COMMD5	282.0
chr4:83795882-83795901_SEC31A_+	SEC31A	501.0
chr19:30935958-30935977_ZNF536_-	ZNF536	872.0
chr3:136664891-136664910_NCK1_+	NCK1	473.0
chr1:159410128-159410147_OR10J1_-	OR10J1	818.0
chr6:42541624-42541643_UBR2_-	UBR2	421.0
chr22:42473962-42473981_FAM109B_-	FAM109B	87.0
chr4:2747249-2747268_TNIP2_-	TNIP2	247.0
chr7:138235834-138235853_TRIM24_-	TRIM24	265.0
chr22:44330506-44330525_PNPLA3_-	PNPLA3	321.0
chr6:126332507-126332526_TRMT11_+	TRMT11	125.0
chr14:77809782-77809801_TMED8_-	TMED8	976.0
chr12:122473313-122473332_BCL7A_-	BCL7A	713.0
chr10:99341088-99341107_ANKRD2_+	ANKRD2	804.0
chr2:37520389-37520408_PRKD3_+	PRKD3	182.0
chr20:62699409-62699428_TCEA2_+	TCEA2	750.0
chr6:52268598-52268617_PAQR8_+	PAQR8	452.0
chr9:27286244-27286263_EQTN_+	EQTN	535.0
chr1:223990550-223990569_TP53BP2_-	TP53BP2	208.0
chr2:15567882-15567901_NBAS_+	NBAS	149.0
chr2:170350279-170350298_BBS5_-	BBS5	601.0
chr20:3846692-3846711_MAVS_+	MAVS	1219.0
chr20:2796353-2796372_C20orf141_-	C20orf141	547.0
chr10:25510065-25510084_GPR158_+	GPR158	533.0
chr7:140912478-140912497_TMEM178B_-	TMEM178B	778.0
chr12:56676724-56676743_CS_-	CS	385.0
chr7:6731891-6731910_ZNF12_-	ZNF12	470.0
chrX:100297165-100297184_TRMT2B_-	TRMT2B	1030.0
chr17:61958739-61958758_GH2_+	GH2	468.0
chr6:33255954-33255973_WDR46_-	WDR46	26.0
chr22:24379411-24379430_GSTT1_+	GSTT1	458.0
chr2:136396323-136396342_R3HDM1_+	R3HDM1	777.0
chr22:30738235-30738254_SF3A1_+	SF3A1	179.0
chr1:248402326-248402345_OR2M4_-	OR2M4	636.0
chr5:49707134-49707153_EMB_-	EMB	500.0
chr16:3097495-3097514_MMP25_+	MMP25	218.0
chr7:143747926-143747945_OR2A5_-	OR2A5	1115.0
chr10:82264504-82264523_TSPAN14_-	TSPAN14	854.0
chr7:2284255-2284274_NUDT1_-	NUDT1	406.0
chr1:42629081-42629100_GUCA2A_-	GUCA2A	910.0
chr2:204735608-204735627_CTLA4_-	CTLA4	439.0
chr6:32147874-32147893_RNF5_+	RNF5	703.0
chr17:7611994-7612013_EFNB3_+	EFNB3	766.0
chr16:23999907-23999926_PRKCB_-	PRKCB	452.0
chr6:143382147-143382166_AIG1_+	AIG1	1126.0
chr17:26898197-26898216_PIGS_-	PIGS	225.0
chr19:2980134-2980153_TLE6_-	TLE6	563.0
chr9:133799703-133799722_FIBCD1_-	FIBCD1	208.0
chr16:88907472-88907491_GALNS_+	GALNS	778.0
chr15:67813684-67813703_C15orf61_-	C15orf61	1416.0
chr19:42301577-42301596_CEACAM3_+	CEACAM3	388.0
chr8:63938719-63938738_GGH_-	GGH	806.0
chr2:10186305-10186324_KLF11_-	KLF11	492.0
chr4:83406763-83406782_TMEM150C_+	TMEM150C	596.0
chr1:1398052-1398071_ATAD3C_+	ATAD3C	1039.0
chr12:25148963-25148982_C12orf77_-	C12orf77	621.0
chr11:3239448-3239467_MRGPRG_+	MRGPRG	396.0
chr2:99778632-99778651_LIPT1_-	LIPT1	198.0
chr1:247201346-247201365_ZNF670_-	ZNF670	383.0
chr1:201382162-201382181_TNNI1_-	TNNI1	238.0
chr3:43344781-43344800_SNRK_-	SNRK	599.0
chr10:70661141-70661160_DDX50_+	DDX50	661.0
chr1:200008870-200008889_NR5A2_-	NR5A2	745.0
chr11:60482538-60482557_MS4A8_-	MS4A8	373.0
chr17:72538983-72539002_CD300C_+	CD300C	662.0
chr4:102712104-102712123_BANK1_-	BANK1	111.0
chr19:9946045-9946064_PIN1_-	PIN1	366.0
chr22:36915495-36915514_EIF3D_+	EIF3D	91.0
chr19:15756613-15756632_CYP4F3_-	CYP4F3	255.0
chrX:18660170-18660189_RS1_+	RS1	1085.0
chr3:52567521-52567540_NT5DC2_-	NT5DC2	826.0
chr6:43746200-43746219_VEGFA_+	VEGFA	624.0
chr21:33976472-33976491_C21orf59_+	C21orf59	83.0
chr9:125582809-125582828_PDCL_-	PDCL	240.0
chr16:2089916-2089935_NTHL1_+	NTHL1	624.0
chr19:663101-663120_RNF126_+	RNF126	416.0
chr5:180651255-180651274_TRIM41_+	TRIM41	378.0
chr10:76602716-76602735_KAT6B_+	KAT6B	827.0
chr11:66103280-66103299_RIN1_-	RIN1	405.0
chr3:49450513-49450532_TCTA_-	TCTA	445.0
chr16:46934649-46934668_GPT2_+	GPT2	737.0
chr13:41345160-41345179_MRPS31_-	MRPS31	359.0
chr3:176768270-176768289_TBL1XR1_+	TBL1XR1	769.0
chr7:149545324-149545343_ZNF862_-	ZNF862	554.0
chr16:67694966-67694985_PARD6A_-	PARD6A	427.0
chr12:58339435-58339454_XRCC6BP1_+	XRCC6BP1	187.0
chr4:166913971-166913990_TLL1_+	TLL1	133.0
chr18:10468570-10468589_APCDD1_+	APCDD1	240.0
chr13:99582460-99582479_DOCK9_-	DOCK9	345.0
chr22:41523624-41523643_EP300_+	EP300	445.0
chrX:48895566-48895585_TFE3_-	TFE3	534.0
chr10:13538877-13538896_BEND7_-	BEND7	750.0
chr18:59815449-59815468_PIGN_-	PIGN	479.0
chr19:42729181-42729200_ZNF526_-	ZNF526	398.0
chr12:119937936-119937955_CCDC60_-	CCDC60	769.0
chr11:62494489-62494508_HNRNPUL2_-	HNRNPUL2	575.0
chr5:175921245-175921264_FAF2_+	FAF2	237.0
chr3:56681203-56681222_FAM208A_+	FAM208A	741.0
chr2:190541673-190541692_ANKAR_+	ANKAR	556.0
chr17:42512493-42512512_GPATCH8_-	GPATCH8	394.0
chr12:71286563-71286582_PTPRR_+	PTPRR	233.0
chr3:132384891-132384910_UBA5_+	UBA5	228.0
chr1:249212366-249212385_PGBD2_+	PGBD2	185.0
chr4:2749448-2749467_TNIP2_+	TNIP2	572.0
chr20:68363-68382_DEFB125_+	DEFB125	775.0
chrX:150889891-150889910_FATE1_+	FATE1	792.0
chr9:26923198-26923217_PLAA_-	PLAA	662.0
chr1:156377642-156377661_C1orf61_+	C1orf61	493.0
chr18:44027579-44027598_RNF165_-	RNF165	465.0
chr11:73941342-73941361_PPME1_+	PPME1	210.0
chr4:74313238-74313257_AFP_+	AFP	511.0
chr7:79828678-79828697_GNAI1_-	GNAI1	283.0
chr9:37442416-37442435_ZBTB5_+	ZBTB5	260.0
chr18:22008836-22008855_IMPACT_+	IMPACT	253.0
chr17:28618387-28618406_BLMH_+	BLMH	209.0
chr17:38572298-38572317_TOP2A_-	TOP2A	45.0
chr12:53185169-53185188_KRT3_+	KRT3	803.0
chr3:25683854-25683873_TOP2B_-	TOP2B	387.0
chr17:635888-635907_FAM57A_+	FAM57A	513.0
chr12:52094951-52094970_SCN8A_+	SCN8A	482.0
chr17:61559020-61559039_ACE_+	ACE	264.0
chr3:194063019-194063038_CPN2_-	CPN2	277.0
chr11:62363979-62363998_MTA2_+	MTA2	791.0
chr1:156020971-156020990_UBQLN4_-	UBQLN4	371.0
chr3:69058879-69058898_EOGT_+	EOGT	388.0
chr10:126138493-126138512_NKX1-2_-	NKX1-2	487.0
chr1:44684363-44684382_DMAP1_+	DMAP1	42.0
chr22:17449248-17449267_GAB4_+	GAB4	361.0
chr11:5809931-5809950_OR52N1_+	OR52N1	209.0
chr14:24108074-24108093_DHRS2_+	DHRS2	674.0
chrX:55051219-55051238_ALAS2_-	ALAS2	219.0
chr17:42188108-42188127_HDAC5_+	HDAC5	454.0
chr2:152663339-152663358_ARL5A_-	ARL5A	268.0
chr2:102836437-102836456_IL1RL2_-	IL1RL2	467.0
chr2:26029156-26029175_ASXL2_-	ASXL2	327.0
chr7:91503041-91503060_MTERF_+	MTERF	715.0
chr3:16237308-16237327_GALNT15_-	GALNT15	261.0
chr4:57221481-57221500_AASDH_+	AASDH	296.0
chr3:131220508-131220527_MRPL3_-	MRPL3	53.0
chr12:14660021-14660040_PLBD1_+	PLBD1	850.0
chr9:36249323-36249342_GNE_-	GNE	447.0
chr6:42713137-42713156_TBCC_-	TBCC	112.0
chr7:114619657-114619676_MDFIC_+	MDFIC	362.0
chr12:96350481-96350500_AMDHD1_+	AMDHD1	840.0
chr2:173435472-173435491_PDK1_+	PDK1	387.0
chr1:95657240-95657259_TMEM56_+	TMEM56	405.0
chr7:99158297-99158316_ZNF655_+	ZNF655	563.0
chr19:14992148-14992167_OR7A17_-	OR7A17	769.0
chr1:243727005-243727024_AKT3_+	AKT3	472.0
chr5:178418934-178418953_GRM6_-	GRM6	587.0
chr2:11053840-11053859_KCNF1_+	KCNF1	502.0
chrX:106144715-106144734_RIPPLY1_+	RIPPLY1	222.0
chr11:125769264-125769283_HYLS1_+	HYLS1	278.0
chr11:96124965-96124984_JRKL_+	JRKL	796.0
chr11:73364023-73364042_PLEKHB1_+	PLEKHB1	172.0
chr5:66055646-66055665_MAST4_+	MAST4	370.0
chr3:124930158-124930177_SLC12A8_+	SLC12A8	588.0
chr2:70692792-70692811_TGFA_+	TGFA	435.0
chr6:49705061-49705080_CRISP3_+	CRISP3	20.0
chr11:7642237-7642256_PPFIBP2_+	PPFIBP2	852.0
chr15:78834851-78834870_PSMA4_+	PSMA4	300.0
chr11:124626133-124626152_ESAM_+	ESAM	597.0
chr17:79479280-79479299_ACTG1_+	ACTG1	23.0
chr1:53527892-53527911_PODN_+	PODN	364.0
chr17:75190822-75190841_SEC14L1_-	SEC14L1	194.0
chr1:54610347-54610366_CDCP2_+	CDCP2	262.0
chr16:24800880-24800899_TNRC6A_+	TNRC6A	419.0
chr18:28723711-28723730_DSC1_-	DSC1	768.0
chr17:45234363-45234382_CDC27_+	CDC27	10.0
chr12:2997528-2997547_RHNO1_+	RHNO1	328.0
chr8:96272096-96272115_C8orf37_+	C8orf37	290.0
chr4:75245190-75245209_EREG_-	EREG	775.0
chr21:34906932-34906951_GART_-	GART	80.0
chr13:92380865-92380884_GPC5_+	GPC5	832.0
chr10:95452416-95452435_FRA10AC1_-	FRA10AC1	399.0
chr11:65375173-65375192_MAP3K11_+	MAP3K11	289.0
chr1:104077458-104077477_RNPC3_+	RNPC3	271.0
chr1:235993574-235993593_LYST_+	LYST	185.0
chr17:56247815-56247834_OR4D2_-	OR4D2	204.0
chr16:1907769-1907788_MEIOB_-	MEIOB	590.0
chr9:139878964-139878983_LCNL1_+	LCNL1	567.0
chr5:159781794-159781813_C1QTNF2_-	C1QTNF2	679.0
chr1:41847408-41847427_FOXO6_-	FOXO6	487.0
chr20:62577530-62577549_UCKL1_+	UCKL1	490.0
chr16:28497698-28497717_CLN3_+	CLN3	259.0
chr3:122478151-122478170_HSPBAP1_-	HSPBAP1	258.0
chr19:49253669-49253688_FUT1_-	FUT1	374.0
chr10:12203014-12203033_SEC61A2_-	SEC61A2	205.0
chr12:113837404-113837423_SDS_-	SDS	742.0
chrX:149807460-149807479_MTM1_+	MTM1	367.0
chr2:47134955-47134974_MCFD2_+	MCFD2	553.0
chr17:80726395-80726414_TBCD_-	TBCD	210.0
chr5:56242840-56242859_MIER3_+	MIER3	768.0
chrX:152036144-152036163_NSDHL_-	NSDHL	346.0
chr16:84163699-84163718_HSDL1_+	HSDL1	313.0
chr13:51796638-51796657_FAM124A_+	FAM124A	677.0
chr3:39228778-39228797_XIRP1_+	XIRP1	853.0
chr5:132939586-132939605_FSTL4_-	FSTL4	508.0
chr9:140289790-140289809_EXD3_-	EXD3	325.0
chr19:5751802-5751821_CATSPERD_+	CATSPERD	361.0
chr1:227335159-227335178_CDC42BPA_-	CDC42BPA	414.0
chr17:61908458-61908477_PSMC5_+	PSMC5	155.0
chr7:7283232-7283251_C1GALT1_-	C1GALT1	292.0
chr17:65040963-65040982_CACNG1_+	CACNG1	1087.0
chr3:46620732-46620751_TDGF1_-	TDGF1	1326.0
chr7:2742451-2742470_AMZ1_-	AMZ1	567.0
chrX:7066093-7066112_HDHD1_-	HDHD1	967.0
chr7:56020896-56020915_MRPS17_-	MRPS17	114.0
chr11:1782672-1782691_CTSD_+	CTSD	641.0
chr2:207827329-207827348_CPO_-	CPO	528.0
chr1:28279833-28279852_SMPDL3B_-	SMPDL3B	367.0
chr2:128283765-128283784_IWS1_-	IWS1	441.0
chr15:66599253-66599272_DIS3L_-	DIS3L	393.0
chr22:24086985-24087004_ZNF70_+	ZNF70	764.0
chr3:120449554-120449573_RABL3_-	RABL3	380.0
chr15:49867217-49867236_FAM227B_+	FAM227B	458.0
chr11:35198250-35198269_CD44_+	CD44	348.0
chr4:87593543-87593562_PTPN13_-	PTPN13	659.0
chr8:100148959-100148978_VPS13B_+	VPS13B	403.0
chr19:14585005-14585024_PTGER1_+	PTGER1	569.0
chr3:16306283-16306302_DPH3_+	DPH3	151.0
chr6:108984778-108984797_FOXO3_-	FOXO3	1260.0
chr6:34214468-34214487_C6orf1_+	C6orf1	331.0
chr18:12703156-12703175_PSMG2_-	PSMG2	6.0
chr11:111958693-111958712_SDHD_-	SDHD	152.0
chr4:82125854-82125873_PRKG2_+	PRKG2	292.0
chr1:177936973-177936992_SEC16B_-	SEC16B	299.0
chr10:96454807-96454826_CYP2C18_-	CYP2C18	594.0
chr5:96215601-96215620_ERAP2_-	ERAP2	338.0
chr1:162829417-162829436_C1orf110_-	C1orf110	489.0
chr1:202912969-202912988_ADIPOR1_+	ADIPOR1	502.0
chr10:61572491-61572510_CCDC6_+	CCDC6	579.0
chr1:220928344-220928363_MARC2_-	MARC2	32.0
chr4:108853253-108853272_CYP2U1_-	CYP2U1	466.0
chr9:95888739-95888758_NINJ1_+	NINJ1	307.0
chr1:39384652-39384671_RHBDL2_+	RHBDL2	330.0
chr5:133702195-133702214_CDKL3_-	CDKL3	701.0
chr12:6562634-6562653_TAPBPL_-	TAPBPL	864.0
chr4:36345130-36345149_DTHD1_-	DTHD1	417.0
chr2:110922631-110922650_NPHP1_-	NPHP1	675.0
chr8:99102131-99102150_C8orf47_+	C8orf47	596.0
chr13:109365057-109365076_MYO16_-	MYO16	656.0
chr6:15533500-15533519_DTNBP1_-	DTNBP1	429.0
chr18:61558774-61558793_SERPINB2_+	SERPINB2	284.0
chr2:27485755-27485774_SLC30A3_-	SLC30A3	451.0
chrX:48687581-48687600_ERAS_+	ERAS	523.0
chrX:128674417-128674436_OCRL_+	OCRL	817.0
chr17:1083002-1083021_ABR_-	ABR	512.0
chr18:56819775-56819794_SEC11C_+	SEC11C	496.0
chr11:58477410-58477429_GLYAT_+	GLYAT	318.0
chr1:201618126-201618145_NAV1_+	NAV1	347.0
chr6:132129176-132129195_ENPP1_+	ENPP1	350.0
chr11:2906667-2906686_CDKN1C_-	CDKN1C	499.0
chr17:11513767-11513786_DNAH9_+	DNAH9	283.0
chr1:23418554-23418573_LUZP1_-	LUZP1	308.0
chr8:142228504-142228523_SLC45A4_+	SLC45A4	357.0
chr22:20112842-20112861_RANBP1_+	RANBP1	8.0
chr1:2938344-2938363_ACTRT2_-	ACTRT2	684.0
chr5:179025790-179025809_RUFY1_+	RUFY1	622.0
chr5:74324666-74324685_GCNT4_-	GCNT4	223.0
chr7:6210917-6210936_CYTH3_-	CYTH3	278.0
chr10:14977468-14977487_DCLRE1C_-	DCLRE1C	368.0
chr1:150049785-150049804_VPS45_-	VPS45	177.0
chr19:11456276-11456295_TMEM205_-	TMEM205	201.0
chr1:170961405-170961424_MROH9_+	MROH9	272.0
chr9:21141327-21141346_IFNW1_+	IFNW1	401.0
chr6:107391343-107391362_BEND3_-	BEND3	418.0
chr5:52776685-52776704_FST_+	FST	409.0
chr9:129642170-129642189_ZBTB34_-	ZBTB34	513.0
chr17:76778286-76778305_CYTH1_-	CYTH1	267.0
chr6:90052100-90052119_UBE2J1_-	UBE2J1	183.0
chr17:55334104-55334123_MSI2_+	MSI2	514.0
chr13:51417751-51417770_DLEU7_+	DLEU7	366.0
chr10:5931076-5931095_ANKRD16_+	ANKRD16	750.0
chr9:107456947-107456966_OR13D1_-	OR13D1	231.0
chr22:47108082-47108101_CERK_+	CERK	242.0
chr19:57035758-57035777_ZNF471_+	ZNF471	325.0
chr12:76881312-76881331_OSBPL8_-	OSBPL8	841.0
chr22:20041025-20041044_TANGO2_+	TANGO2	249.0
chr19:43922036-43922055_TEX101_-	TEX101	386.0
chr14:54417251-54417270_BMP4_+	BMP4	378.0
chr3:141499508-141499527_GRK7_-	GRK7	543.0
chr18:6729821-6729840_ARHGAP28_+	ARHGAP28	244.0
chr21:47316208-47316227_PCBP3_+	PCBP3	325.0
chr3:193855981-193856000_HES1_-	HES1	941.0
chr10:135192821-135192840_PAOX_+	PAOX	476.0
chr19:21544581-21544600_ZNF738_+	ZNF738	649.0
chr2:162087772-162087791_TANK_+	TANK	288.0
chr12:347149-347168_SLC6A13_-	SLC6A13	245.0
chr14:105267535-105267554_ZBTB42_+	ZBTB42	639.0
chr19:38794902-38794921_C19orf33_+	C19orf33	451.0
chr5:168233553-168233572_SLIT3_+	SLIT3	487.0
